id,sale_date,day_of_week,product_id,product_name,category,units_sold,is_weekend
1987,2024-01-23,Tuesday,7,Fresh Beans,Dairy,12,False
1988,2024-01-23,Tuesday,8,Premium Lettuce,Beverages,14,False
1989,2024-01-23,Tuesday,9,Organic Turkey,Dairy,41,False
1990,2024-01-23,Tuesday,10,Fresh Yogurt,Meat,8,False
1991,2024-01-23,Tuesday,11,Classic Spinach,Meat,20,False
1992,2024-01-23,Tuesday,12,Premium Pasta,Frozen,8,False
1993,2024-01-23,Tuesday,13,Organic Ice Cream,Meat,8,False
1994,2024-01-23,Tuesday,14,Organic Salmon,Dairy,31,False
1995,2024-01-23,Tuesday,15,Classic Bagel,Beverages,8,False
1996,2024-01-23,Tuesday,16,Fresh Rice,Frozen,19,False
1997,2024-01-23,Tuesday,17,Fresh Bagel,Dairy,40,False
1998,2024-01-23,Tuesday,18,Classic Tomato,Beverages,12,False
1999,2024-01-23,Tuesday,19,Premium Carrots,Beverages,28,False
2000,2024-01-23,Tuesday,20,Premium Turkey,Produce,17,False
2001,2024-01-23,Tuesday,21,Premium Cheese,Produce,9,False
2002,2024-01-23,Tuesday,22,Classic Cheddar,Meat,11,False
2003,2024-01-23,Tuesday,23,Fresh Mango,Dairy,6,False
2004,2024-01-23,Tuesday,24,Fresh Spinach,Produce,29,False
2005,2024-01-23,Tuesday,25,Premium Cheese,Frozen,16,False
2006,2024-01-23,Tuesday,26,Classic Onions,Beverages,24,False
2007,2024-01-23,Tuesday,27,Classic Yogurt,Dairy,29,False
2008,2024-01-23,Tuesday,28,Organic Bread,Bakery,35,False
2009,2024-01-23,Tuesday,29,Premium Beef,Bakery,16,False
2010,2024-01-23,Tuesday,30,Classic Carrots,Dairy,21,False
2011,2024-01-23,Tuesday,31,Premium Beef,Frozen,24,False
2012,2024-01-23,Tuesday,32,Premium Beans,Bakery,34,False
2013,2024-01-23,Tuesday,33,Premium Rice,Bakery,8,False
2014,2024-01-23,Tuesday,34,Classic Eggs,Frozen,21,False
2015,2024-01-23,Tuesday,35,Premium Mango,Frozen,8,False
2016,2024-01-23,Tuesday,36,Organic Chicken,Dairy,8,False
2017,2024-01-23,Tuesday,37,Premium Butter,Dairy,20,False
2018,2024-01-23,Tuesday,38,Fresh Pasta,Produce,24,False
2019,2024-01-23,Tuesday,39,Organic Spinach,Bakery,17,False
2020,2024-01-23,Tuesday,40,Classic Peppers,Beverages,4,False
2021,2024-01-23,Tuesday,41,Premium Salmon,Meat,18,False
2022,2024-01-23,Tuesday,42,Organic Cereal,Meat,23,False
2023,2024-01-23,Tuesday,43,Premium Turkey,Produce,30,False
2024,2024-01-23,Tuesday,44,Classic Beans,Frozen,11,False
2025,2024-01-23,Tuesday,45,Premium Pasta,Produce,30,False
2026,2024-01-23,Tuesday,46,Classic Fish,Dairy,21,False
2027,2024-01-23,Tuesday,47,Organic Cream,Dairy,26,False
2028,2024-01-23,Tuesday,48,Organic Bread,Dairy,26,False
2029,2024-01-23,Tuesday,49,Classic Mango,Produce,17,False
2030,2024-01-23,Tuesday,50,Fresh Turkey,Bakery,6,False
2031,2024-01-23,Tuesday,51,Fresh Chicken,Beverages,43,False
2032,2024-01-23,Tuesday,52,Fresh Eggs,Produce,24,False
2033,2024-01-23,Tuesday,53,Premium Spinach,Meat,25,False
2034,2024-01-23,Tuesday,54,Fresh Ice Cream,Bakery,4,False
2035,2024-01-23,Tuesday,55,Classic Pasta,Dairy,21,False
2036,2024-01-23,Tuesday,56,Organic Chicken,Frozen,32,False
2037,2024-01-23,Tuesday,57,Organic Chicken,Produce,11,False
2038,2024-01-23,Tuesday,58,Classic Orange,Beverages,40,False
2039,2024-01-23,Tuesday,59,Organic Spinach,Bakery,10,False
2040,2024-01-23,Tuesday,60,Organic Beef,Bakery,28,False
2041,2024-01-23,Tuesday,61,Classic Fish,Dairy,19,False
2042,2024-01-23,Tuesday,62,Classic Yogurt,Meat,24,False
2043,2024-01-23,Tuesday,63,Classic Peppers,Beverages,24,False
2044,2024-01-23,Tuesday,64,Classic Orange,Meat,13,False
2045,2024-01-23,Tuesday,65,Fresh Orange,Meat,5,False
2046,2024-01-23,Tuesday,66,Organic Beef,Beverages,16,False
2047,2024-01-23,Tuesday,67,Organic Turkey,Produce,42,False
2048,2024-01-23,Tuesday,68,Fresh Onions,Produce,22,False
2049,2024-01-23,Tuesday,69,Fresh Butter,Bakery,34,False
2050,2024-01-23,Tuesday,70,Fresh Orange,Beverages,12,False
2051,2024-01-23,Tuesday,71,Organic Milk,Beverages,6,False
2052,2024-01-23,Tuesday,72,Organic Beef,Frozen,36,False
2053,2024-01-23,Tuesday,73,Premium Cheese,Produce,13,False
2054,2024-01-23,Tuesday,74,Classic Bagel,Bakery,27,False
2055,2024-01-23,Tuesday,75,Premium Beef,Meat,31,False
2056,2024-01-23,Tuesday,76,Fresh Rice,Frozen,39,False
2057,2024-01-23,Tuesday,77,Premium Chicken,Frozen,28,False
2058,2024-01-23,Tuesday,78,Organic Rice,Dairy,39,False
2059,2024-01-23,Tuesday,79,Fresh Ice Cream,Meat,26,False
2060,2024-01-23,Tuesday,80,Classic Rice,Beverages,34,False
2061,2024-01-23,Tuesday,81,Organic Cheese,Beverages,15,False
2062,2024-01-23,Tuesday,82,Fresh Grapes,Dairy,26,False
2063,2024-01-23,Tuesday,83,Organic Lettuce,Produce,12,False
2064,2024-01-23,Tuesday,84,Fresh Pasta,Meat,15,False
2065,2024-01-23,Tuesday,85,Organic Peppers,Frozen,19,False
2066,2024-01-23,Tuesday,86,Premium Chicken,Dairy,10,False
2067,2024-01-23,Tuesday,87,Premium Bread,Frozen,18,False
2068,2024-01-23,Tuesday,88,Organic Rice,Frozen,10,False
2069,2024-01-23,Tuesday,89,Premium Butter,Bakery,15,False
2070,2024-01-23,Tuesday,90,Fresh Rice,Beverages,46,False
2071,2024-01-24,Wednesday,1,Fresh Grapes,Produce,25,False
2072,2024-01-24,Wednesday,2,Fresh Milk,Beverages,21,False
2073,2024-01-24,Wednesday,3,Organic Rice,Bakery,7,False
2074,2024-01-24,Wednesday,4,Classic Juice,Bakery,15,False
2075,2024-01-24,Wednesday,5,Fresh Milk,Produce,30,False
2076,2024-01-24,Wednesday,6,Classic Rice,Bakery,49,False
2077,2024-01-24,Wednesday,7,Fresh Beans,Dairy,14,False
2078,2024-01-24,Wednesday,8,Premium Lettuce,Beverages,12,False
2079,2024-01-24,Wednesday,9,Organic Turkey,Dairy,37,False
2080,2024-01-24,Wednesday,10,Fresh Yogurt,Meat,6,False
2081,2024-01-24,Wednesday,11,Classic Spinach,Meat,19,False
2082,2024-01-24,Wednesday,12,Premium Pasta,Frozen,9,False
2083,2024-01-24,Wednesday,13,Organic Ice Cream,Meat,6,False
2084,2024-01-24,Wednesday,14,Organic Salmon,Dairy,33,False
2085,2024-01-24,Wednesday,15,Classic Bagel,Beverages,10,False
2086,2024-01-24,Wednesday,16,Fresh Rice,Frozen,21,False
2087,2024-01-24,Wednesday,17,Fresh Bagel,Dairy,44,False
2088,2024-01-24,Wednesday,18,Classic Tomato,Beverages,9,False
2089,2024-01-24,Wednesday,19,Premium Carrots,Beverages,40,False
2090,2024-01-24,Wednesday,20,Premium Turkey,Produce,19,False
2091,2024-01-24,Wednesday,21,Premium Cheese,Produce,9,False
2092,2024-01-24,Wednesday,22,Classic Cheddar,Meat,8,False
2093,2024-01-24,Wednesday,23,Fresh Mango,Dairy,5,False
2094,2024-01-24,Wednesday,24,Fresh Spinach,Produce,24,False
2095,2024-01-24,Wednesday,25,Premium Cheese,Frozen,15,False
2096,2024-01-24,Wednesday,26,Classic Onions,Beverages,35,False
2097,2024-01-24,Wednesday,27,Classic Yogurt,Dairy,47,False
2098,2024-01-24,Wednesday,28,Organic Bread,Bakery,29,False
2099,2024-01-24,Wednesday,29,Premium Beef,Bakery,20,False
2100,2024-01-24,Wednesday,30,Classic Carrots,Dairy,33,False
2101,2024-01-24,Wednesday,31,Premium Beef,Frozen,31,False
2102,2024-01-24,Wednesday,32,Premium Beans,Bakery,34,False
2103,2024-01-24,Wednesday,33,Premium Rice,Bakery,9,False
2104,2024-01-24,Wednesday,34,Classic Eggs,Frozen,24,False
2105,2024-01-24,Wednesday,35,Premium Mango,Frozen,8,False
2106,2024-01-24,Wednesday,36,Organic Chicken,Dairy,8,False
2107,2024-01-24,Wednesday,37,Premium Butter,Dairy,13,False
2108,2024-01-24,Wednesday,38,Fresh Pasta,Produce,24,False
2109,2024-01-24,Wednesday,39,Organic Spinach,Bakery,11,False
2110,2024-01-24,Wednesday,40,Classic Peppers,Beverages,7,False
2111,2024-01-24,Wednesday,41,Premium Salmon,Meat,23,False
2112,2024-01-24,Wednesday,42,Organic Cereal,Meat,22,False
2113,2024-01-24,Wednesday,43,Premium Turkey,Produce,21,False
2114,2024-01-24,Wednesday,44,Classic Beans,Frozen,10,False
2115,2024-01-24,Wednesday,45,Premium Pasta,Produce,36,False
2116,2024-01-24,Wednesday,46,Classic Fish,Dairy,21,False
2117,2024-01-24,Wednesday,47,Organic Cream,Dairy,32,False
2118,2024-01-24,Wednesday,48,Organic Bread,Dairy,35,False
2119,2024-01-24,Wednesday,49,Classic Mango,Produce,17,False
2120,2024-01-24,Wednesday,50,Fresh Turkey,Bakery,10,False
2121,2024-01-24,Wednesday,51,Fresh Chicken,Beverages,40,False
2122,2024-01-24,Wednesday,52,Fresh Eggs,Produce,27,False
2123,2024-01-24,Wednesday,53,Premium Spinach,Meat,23,False
2124,2024-01-24,Wednesday,54,Fresh Ice Cream,Bakery,5,False
2125,2024-01-24,Wednesday,55,Classic Pasta,Dairy,19,False
2126,2024-01-24,Wednesday,56,Organic Chicken,Frozen,26,False
2127,2024-01-24,Wednesday,57,Organic Chicken,Produce,15,False
2128,2024-01-24,Wednesday,58,Classic Orange,Beverages,37,False
2129,2024-01-24,Wednesday,59,Organic Spinach,Bakery,11,False
2130,2024-01-24,Wednesday,60,Organic Beef,Bakery,46,False
2131,2024-01-24,Wednesday,61,Classic Fish,Dairy,26,False
2132,2024-01-24,Wednesday,62,Classic Yogurt,Meat,27,False
2133,2024-01-24,Wednesday,63,Classic Peppers,Beverages,28,False
2134,2024-01-24,Wednesday,64,Classic Orange,Meat,11,False
2135,2024-01-24,Wednesday,65,Fresh Orange,Meat,3,False
2136,2024-01-24,Wednesday,66,Organic Beef,Beverages,12,False
2137,2024-01-24,Wednesday,67,Organic Turkey,Produce,25,False
2138,2024-01-24,Wednesday,68,Fresh Onions,Produce,21,False
2139,2024-01-24,Wednesday,69,Fresh Butter,Bakery,25,False
2140,2024-01-24,Wednesday,70,Fresh Orange,Beverages,9,False
2141,2024-01-24,Wednesday,71,Organic Milk,Beverages,4,False
2142,2024-01-24,Wednesday,72,Organic Beef,Frozen,31,False
2143,2024-01-24,Wednesday,73,Premium Cheese,Produce,14,False
2144,2024-01-24,Wednesday,74,Classic Bagel,Bakery,43,False
2145,2024-01-24,Wednesday,75,Premium Beef,Meat,22,False
2146,2024-01-24,Wednesday,76,Fresh Rice,Frozen,35,False
2147,2024-01-24,Wednesday,77,Premium Chicken,Frozen,35,False
2148,2024-01-24,Wednesday,78,Organic Rice,Dairy,37,False
2149,2024-01-24,Wednesday,79,Fresh Ice Cream,Meat,26,False
2150,2024-01-24,Wednesday,80,Classic Rice,Beverages,31,False
2151,2024-01-24,Wednesday,81,Organic Cheese,Beverages,12,False
2152,2024-01-24,Wednesday,82,Fresh Grapes,Dairy,31,False
2153,2024-01-24,Wednesday,83,Organic Lettuce,Produce,11,False
2154,2024-01-24,Wednesday,84,Fresh Pasta,Meat,10,False
2155,2024-01-24,Wednesday,85,Organic Peppers,Frozen,22,False
2156,2024-01-24,Wednesday,86,Premium Chicken,Dairy,8,False
2157,2024-01-24,Wednesday,87,Premium Bread,Frozen,16,False
2158,2024-01-24,Wednesday,88,Organic Rice,Frozen,8,False
2159,2024-01-24,Wednesday,89,Premium Butter,Bakery,26,False
2160,2024-01-24,Wednesday,90,Fresh Rice,Beverages,30,False
2161,2024-01-25,Thursday,1,Fresh Grapes,Produce,19,False
2162,2024-01-25,Thursday,2,Fresh Milk,Beverages,20,False
2163,2024-01-25,Thursday,3,Organic Rice,Bakery,7,False
2164,2024-01-25,Thursday,4,Classic Juice,Bakery,17,False
2165,2024-01-25,Thursday,5,Fresh Milk,Produce,29,False
2166,2024-01-25,Thursday,6,Classic Rice,Bakery,42,False
2167,2024-01-25,Thursday,7,Fresh Beans,Dairy,11,False
2168,2024-01-25,Thursday,8,Premium Lettuce,Beverages,17,False
2169,2024-01-25,Thursday,9,Organic Turkey,Dairy,41,False
2170,2024-01-25,Thursday,10,Fresh Yogurt,Meat,9,False
2171,2024-01-25,Thursday,11,Classic Spinach,Meat,20,False
2172,2024-01-25,Thursday,12,Premium Pasta,Frozen,11,False
2173,2024-01-25,Thursday,13,Organic Ice Cream,Meat,7,False
2174,2024-01-25,Thursday,14,Organic Salmon,Dairy,23,False
2175,2024-01-25,Thursday,15,Classic Bagel,Beverages,10,False
2176,2024-01-25,Thursday,16,Fresh Rice,Frozen,16,False
2177,2024-01-25,Thursday,17,Fresh Bagel,Dairy,25,False
2178,2024-01-25,Thursday,18,Classic Tomato,Beverages,12,False
2179,2024-01-25,Thursday,19,Premium Carrots,Beverages,42,False
2180,2024-01-25,Thursday,20,Premium Turkey,Produce,19,False
2181,2024-01-25,Thursday,21,Premium Cheese,Produce,13,False
2182,2024-01-25,Thursday,22,Classic Cheddar,Meat,11,False
2183,2024-01-25,Thursday,23,Fresh Mango,Dairy,5,False
2184,2024-01-25,Thursday,24,Fresh Spinach,Produce,33,False
2185,2024-01-25,Thursday,25,Premium Cheese,Frozen,10,False
2186,2024-01-25,Thursday,26,Classic Onions,Beverages,41,False
2187,2024-01-25,Thursday,27,Classic Yogurt,Dairy,31,False
2188,2024-01-25,Thursday,28,Organic Bread,Bakery,29,False
2189,2024-01-25,Thursday,29,Premium Beef,Bakery,24,False
2190,2024-01-25,Thursday,30,Classic Carrots,Dairy,31,False
2191,2024-01-25,Thursday,31,Premium Beef,Frozen,30,False
2192,2024-01-25,Thursday,32,Premium Beans,Bakery,41,False
2193,2024-01-25,Thursday,33,Premium Rice,Bakery,11,False
2194,2024-01-25,Thursday,34,Classic Eggs,Frozen,18,False
2195,2024-01-25,Thursday,35,Premium Mango,Frozen,10,False
2196,2024-01-25,Thursday,36,Organic Chicken,Dairy,10,False
2197,2024-01-25,Thursday,37,Premium Butter,Dairy,12,False
2198,2024-01-25,Thursday,38,Fresh Pasta,Produce,15,False
2199,2024-01-25,Thursday,39,Organic Spinach,Bakery,12,False
2200,2024-01-25,Thursday,40,Classic Peppers,Beverages,4,False
2201,2024-01-25,Thursday,41,Premium Salmon,Meat,20,False
2202,2024-01-25,Thursday,42,Organic Cereal,Meat,24,False
2203,2024-01-25,Thursday,43,Premium Turkey,Produce,26,False
2204,2024-01-25,Thursday,44,Classic Beans,Frozen,12,False
2205,2024-01-25,Thursday,45,Premium Pasta,Produce,26,False
2206,2024-01-25,Thursday,46,Classic Fish,Dairy,28,False
2207,2024-01-25,Thursday,47,Organic Cream,Dairy,27,False
2208,2024-01-25,Thursday,48,Organic Bread,Dairy,24,False
2209,2024-01-25,Thursday,49,Classic Mango,Produce,10,False
2210,2024-01-25,Thursday,50,Fresh Turkey,Bakery,9,False
2211,2024-01-25,Thursday,51,Fresh Chicken,Beverages,38,False
2212,2024-01-25,Thursday,52,Fresh Eggs,Produce,35,False
2213,2024-01-25,Thursday,53,Premium Spinach,Meat,41,False
2214,2024-01-25,Thursday,54,Fresh Ice Cream,Bakery,6,False
2215,2024-01-25,Thursday,55,Classic Pasta,Dairy,15,False
2216,2024-01-25,Thursday,56,Organic Chicken,Frozen,28,False
2217,2024-01-25,Thursday,57,Organic Chicken,Produce,15,False
2218,2024-01-25,Thursday,58,Classic Orange,Beverages,45,False
2219,2024-01-25,Thursday,59,Organic Spinach,Bakery,16,False
2220,2024-01-25,Thursday,60,Organic Beef,Bakery,40,False
2221,2024-01-25,Thursday,61,Classic Fish,Dairy,19,False
2222,2024-01-25,Thursday,62,Classic Yogurt,Meat,37,False
2223,2024-01-25,Thursday,63,Classic Peppers,Beverages,20,False
2224,2024-01-25,Thursday,64,Classic Orange,Meat,12,False
2225,2024-01-25,Thursday,65,Fresh Orange,Meat,4,False
2226,2024-01-25,Thursday,66,Organic Beef,Beverages,13,False
2227,2024-01-25,Thursday,67,Organic Turkey,Produce,29,False
2228,2024-01-25,Thursday,68,Fresh Onions,Produce,16,False
2229,2024-01-25,Thursday,69,Fresh Butter,Bakery,37,False
2230,2024-01-25,Thursday,70,Fresh Orange,Beverages,13,False
2231,2024-01-25,Thursday,71,Organic Milk,Beverages,5,False
2232,2024-01-25,Thursday,72,Organic Beef,Frozen,46,False
2233,2024-01-25,Thursday,73,Premium Cheese,Produce,13,False
2234,2024-01-25,Thursday,74,Classic Bagel,Bakery,28,False
2235,2024-01-25,Thursday,75,Premium Beef,Meat,28,False
2236,2024-01-25,Thursday,76,Fresh Rice,Frozen,40,False
2237,2024-01-25,Thursday,77,Premium Chicken,Frozen,29,False
2238,2024-01-25,Thursday,78,Organic Rice,Dairy,32,False
2239,2024-01-25,Thursday,79,Fresh Ice Cream,Meat,20,False
2240,2024-01-25,Thursday,80,Classic Rice,Beverages,25,False
2241,2024-01-25,Thursday,81,Organic Cheese,Beverages,11,False
2242,2024-01-25,Thursday,82,Fresh Grapes,Dairy,22,False
2243,2024-01-25,Thursday,83,Organic Lettuce,Produce,14,False
2244,2024-01-25,Thursday,84,Fresh Pasta,Meat,17,False
2245,2024-01-25,Thursday,85,Organic Peppers,Frozen,21,False
2246,2024-01-25,Thursday,86,Premium Chicken,Dairy,10,False
2247,2024-01-25,Thursday,87,Premium Bread,Frozen,20,False
2248,2024-01-25,Thursday,88,Organic Rice,Frozen,11,False
2249,2024-01-25,Thursday,89,Premium Butter,Bakery,18,False
2250,2024-01-25,Thursday,90,Fresh Rice,Beverages,30,False
2251,2024-01-26,Friday,1,Fresh Grapes,Produce,27,False
2252,2024-01-26,Friday,2,Fresh Milk,Beverages,28,False
2253,2024-01-26,Friday,3,Organic Rice,Bakery,7,False
2254,2024-01-26,Friday,4,Classic Juice,Bakery,13,False
2255,2024-01-26,Friday,5,Fresh Milk,Produce,22,False
2256,2024-01-26,Friday,6,Classic Rice,Bakery,48,False
2257,2024-01-26,Friday,7,Fresh Beans,Dairy,9,False
2258,2024-01-26,Friday,8,Premium Lettuce,Beverages,13,False
2259,2024-01-26,Friday,9,Organic Turkey,Dairy,39,False
2260,2024-01-26,Friday,10,Fresh Yogurt,Meat,8,False
2261,2024-01-26,Friday,11,Classic Spinach,Meat,20,False
2262,2024-01-26,Friday,12,Premium Pasta,Frozen,8,False
2263,2024-01-26,Friday,13,Organic Ice Cream,Meat,7,False
2264,2024-01-26,Friday,14,Organic Salmon,Dairy,35,False
2265,2024-01-26,Friday,15,Classic Bagel,Beverages,7,False
2266,2024-01-26,Friday,16,Fresh Rice,Frozen,14,False
2267,2024-01-26,Friday,17,Fresh Bagel,Dairy,26,False
2268,2024-01-26,Friday,18,Classic Tomato,Beverages,10,False
2269,2024-01-26,Friday,19,Premium Carrots,Beverages,27,False
2270,2024-01-26,Friday,20,Premium Turkey,Produce,19,False
2271,2024-01-26,Friday,21,Premium Cheese,Produce,12,False
2272,2024-01-26,Friday,22,Classic Cheddar,Meat,8,False
2273,2024-01-26,Friday,23,Fresh Mango,Dairy,4,False
2274,2024-01-26,Friday,24,Fresh Spinach,Produce,39,False
2275,2024-01-26,Friday,25,Premium Cheese,Frozen,11,False
2276,2024-01-26,Friday,26,Classic Onions,Beverages,25,False
2277,2024-01-26,Friday,27,Classic Yogurt,Dairy,33,False
2278,2024-01-26,Friday,28,Organic Bread,Bakery,45,False
2279,2024-01-26,Friday,29,Premium Beef,Bakery,16,False
2280,2024-01-26,Friday,30,Classic Carrots,Dairy,31,False
2281,2024-01-26,Friday,31,Premium Beef,Frozen,24,False
2282,2024-01-26,Friday,32,Premium Beans,Bakery,44,False
2283,2024-01-26,Friday,33,Premium Rice,Bakery,11,False
2284,2024-01-26,Friday,34,Classic Eggs,Frozen,20,False
2285,2024-01-26,Friday,35,Premium Mango,Frozen,6,False
2286,2024-01-26,Friday,36,Organic Chicken,Dairy,6,False
2287,2024-01-26,Friday,37,Premium Butter,Dairy,21,False
2288,2024-01-26,Friday,38,Fresh Pasta,Produce,15,False
2289,2024-01-26,Friday,39,Organic Spinach,Bakery,12,False
2290,2024-01-26,Friday,40,Classic Peppers,Beverages,5,False
2291,2024-01-26,Friday,41,Premium Salmon,Meat,29,False
2292,2024-01-26,Friday,42,Organic Cereal,Meat,23,False
2293,2024-01-26,Friday,43,Premium Turkey,Produce,28,False
2294,2024-01-26,Friday,44,Classic Beans,Frozen,12,False
2295,2024-01-26,Friday,45,Premium Pasta,Produce,21,False
2296,2024-01-26,Friday,46,Classic Fish,Dairy,22,False
2297,2024-01-26,Friday,47,Organic Cream,Dairy,42,False
2298,2024-01-26,Friday,48,Organic Bread,Dairy,40,False
2299,2024-01-26,Friday,49,Classic Mango,Produce,11,False
2300,2024-01-26,Friday,50,Fresh Turkey,Bakery,10,False
2301,2024-01-26,Friday,51,Fresh Chicken,Beverages,41,False
2302,2024-01-26,Friday,52,Fresh Eggs,Produce,35,False
2303,2024-01-26,Friday,53,Premium Spinach,Meat,33,False
2304,2024-01-26,Friday,54,Fresh Ice Cream,Bakery,5,False
2305,2024-01-26,Friday,55,Classic Pasta,Dairy,15,False
2306,2024-01-26,Friday,56,Organic Chicken,Frozen,33,False
2307,2024-01-26,Friday,57,Organic Chicken,Produce,13,False
2308,2024-01-26,Friday,58,Classic Orange,Beverages,27,False
2309,2024-01-26,Friday,59,Organic Spinach,Bakery,16,False
2310,2024-01-26,Friday,60,Organic Beef,Bakery,31,False
2311,2024-01-26,Friday,61,Classic Fish,Dairy,24,False
2312,2024-01-26,Friday,62,Classic Yogurt,Meat,25,False
2313,2024-01-26,Friday,63,Classic Peppers,Beverages,17,False
2314,2024-01-26,Friday,64,Classic Orange,Meat,13,False
2315,2024-01-26,Friday,65,Fresh Orange,Meat,5,False
2316,2024-01-26,Friday,66,Organic Beef,Beverages,13,False
2317,2024-01-26,Friday,67,Organic Turkey,Produce,33,False
2318,2024-01-26,Friday,68,Fresh Onions,Produce,17,False
2319,2024-01-26,Friday,69,Fresh Butter,Bakery,35,False
2320,2024-01-26,Friday,70,Fresh Orange,Beverages,12,False
2321,2024-01-26,Friday,71,Organic Milk,Beverages,5,False
2322,2024-01-26,Friday,72,Organic Beef,Frozen,37,False
2323,2024-01-26,Friday,73,Premium Cheese,Produce,9,False
2324,2024-01-26,Friday,74,Classic Bagel,Bakery,30,False
2325,2024-01-26,Friday,75,Premium Beef,Meat,35,False
2326,2024-01-26,Friday,76,Fresh Rice,Frozen,33,False
2327,2024-01-26,Friday,77,Premium Chicken,Frozen,24,False
2328,2024-01-26,Friday,78,Organic Rice,Dairy,33,False
2329,2024-01-26,Friday,79,Fresh Ice Cream,Meat,25,False
2330,2024-01-26,Friday,80,Classic Rice,Beverages,35,False
2331,2024-01-26,Friday,81,Organic Cheese,Beverages,11,False
2332,2024-01-26,Friday,82,Fresh Grapes,Dairy,19,False
2333,2024-01-26,Friday,83,Organic Lettuce,Produce,14,False
2334,2024-01-26,Friday,84,Fresh Pasta,Meat,16,False
2335,2024-01-26,Friday,85,Organic Peppers,Frozen,26,False
2336,2024-01-26,Friday,86,Premium Chicken,Dairy,9,False
2337,2024-01-26,Friday,87,Premium Bread,Frozen,23,False
2338,2024-01-26,Friday,88,Organic Rice,Frozen,8,False
2339,2024-01-26,Friday,89,Premium Butter,Bakery,24,False
2340,2024-01-26,Friday,90,Fresh Rice,Beverages,39,False
2341,2024-01-27,Saturday,1,Fresh Grapes,Produce,36,True
2342,2024-01-27,Saturday,2,Fresh Milk,Beverages,71,True
2343,2024-01-27,Saturday,3,Organic Rice,Bakery,13,True
2344,2024-01-27,Saturday,4,Classic Juice,Bakery,25,True
2345,2024-01-27,Saturday,5,Fresh Milk,Produce,48,True
2346,2024-01-27,Saturday,6,Classic Rice,Bakery,56,True
2347,2024-01-27,Saturday,7,Fresh Beans,Dairy,18,True
2348,2024-01-27,Saturday,8,Premium Lettuce,Beverages,35,True
2349,2024-01-27,Saturday,9,Organic Turkey,Dairy,77,True
2350,2024-01-27,Saturday,10,Fresh Yogurt,Meat,17,True
2351,2024-01-27,Saturday,11,Classic Spinach,Meat,24,True
2352,2024-01-27,Saturday,12,Premium Pasta,Frozen,16,True
2353,2024-01-27,Saturday,13,Organic Ice Cream,Meat,9,True
2354,2024-01-27,Saturday,14,Organic Salmon,Dairy,34,True
2355,2024-01-27,Saturday,15,Classic Bagel,Beverages,14,True
2356,2024-01-27,Saturday,16,Fresh Rice,Frozen,17,True
2357,2024-01-27,Saturday,17,Fresh Bagel,Dairy,100,True
2358,2024-01-27,Saturday,18,Classic Tomato,Beverages,18,True
2359,2024-01-27,Saturday,19,Premium Carrots,Beverages,55,True
2360,2024-01-27,Saturday,20,Premium Turkey,Produce,25,True
2361,2024-01-27,Saturday,21,Premium Cheese,Produce,17,True
2362,2024-01-27,Saturday,22,Classic Cheddar,Meat,20,True
2363,2024-01-27,Saturday,23,Fresh Mango,Dairy,9,True
2364,2024-01-27,Saturday,24,Fresh Spinach,Produce,66,True
2365,2024-01-27,Saturday,25,Premium Cheese,Frozen,38,True
2366,2024-01-27,Saturday,26,Classic Onions,Beverages,86,True
2367,2024-01-27,Saturday,27,Classic Yogurt,Dairy,64,True
2368,2024-01-27,Saturday,28,Organic Bread,Bakery,90,True
2369,2024-01-27,Saturday,29,Premium Beef,Bakery,36,True
2370,2024-01-27,Saturday,30,Classic Carrots,Dairy,86,True
2371,2024-01-27,Saturday,31,Premium Beef,Frozen,66,True
2372,2024-01-27,Saturday,32,Premium Beans,Bakery,82,True
2373,2024-01-27,Saturday,33,Premium Rice,Bakery,19,True
2374,2024-01-27,Saturday,34,Classic Eggs,Frozen,29,True
2375,2024-01-27,Saturday,35,Premium Mango,Frozen,13,True
2376,2024-01-27,Saturday,36,Organic Chicken,Dairy,18,True
2377,2024-01-27,Saturday,37,Premium Butter,Dairy,33,True
2378,2024-01-27,Saturday,38,Fresh Pasta,Produce,59,True
2379,2024-01-27,Saturday,39,Organic Spinach,Bakery,26,True
2380,2024-01-27,Saturday,40,Classic Peppers,Beverages,7,True
2381,2024-01-27,Saturday,41,Premium Salmon,Meat,45,True
2382,2024-01-27,Saturday,42,Organic Cereal,Meat,47,True
2383,2024-01-27,Saturday,43,Premium Turkey,Produce,81,True
2384,2024-01-27,Saturday,44,Classic Beans,Frozen,31,True
2385,2024-01-27,Saturday,45,Premium Pasta,Produce,31,True
2386,2024-01-27,Saturday,46,Classic Fish,Dairy,43,True
2387,2024-01-27,Saturday,47,Organic Cream,Dairy,71,True
2388,2024-01-27,Saturday,48,Organic Bread,Dairy,56,True
2389,2024-01-27,Saturday,49,Classic Mango,Produce,27,True
2390,2024-01-27,Saturday,50,Fresh Turkey,Bakery,12,True
2391,2024-01-27,Saturday,51,Fresh Chicken,Beverages,86,True
2392,2024-01-27,Saturday,52,Fresh Eggs,Produce,42,True
2393,2024-01-27,Saturday,53,Premium Spinach,Meat,43,True
2394,2024-01-27,Saturday,54,Fresh Ice Cream,Bakery,8,True
2395,2024-01-27,Saturday,55,Classic Pasta,Dairy,48,True
2396,2024-01-27,Saturday,56,Organic Chicken,Frozen,79,True
2397,2024-01-27,Saturday,57,Organic Chicken,Produce,26,True
2398,2024-01-27,Saturday,58,Classic Orange,Beverages,58,True
